REGEX,DESTINATION
(www\.)?netmio\.com(.+)?(.*),http://musica.univision.com/radio/?cmpid=vnt:netmio.com
(www\.)?netmio\.net(.+)?(.*),http://musica.univision.com/?cmpid=vnt:netmio.net
(www\.)?galavision\.com(.+)?(.*),http://tv.univision.com/galavision?cmpid=vnt:galavision.com
(www\.)?premiolonuestro\.com(.+)?fashionista,http://musica.univision.com/premio-lo-nuestro/fashionista
(www\.)?premiolonuestro\.com(.+)?(.*),http://musica.univision.com/premio-lo-nuestro?cmpid=vnt:premiolonuestro.com
(www\.)?forolatino\.com(.+)?(.*),http://foros.univision.com/foros/?cmpid=vnt:forolatino.com
(www\.)?primerlugar\.com(.+)?(.*),http://deportes.univision.com/?cmpid=vnt:primerlugar.com
(www\.)?univisionmusic\.com(.+)?(.*),http://musica.univision.com/?cmpid=vnt:univisionmusic.com
(www\.)?univisionmusica\.com(.+)?(.*),http://musica.univision.com/?cmpid=vnt:univisionmusica.com
(www\.)?notivision\.com(.+)?(.*),http://noticias.univision.com/?cmpid=notivision.com
(www\.)?alminuto\.com(.+)?(.*),http://noticias.univision.com/?cmpid=vnt:alminuto.com
(www\.)?lasnoticias\.com(.+)?(.*),http://noticias.univision.com/?cmpid=vnt:lasnoticias.com
(www\.)?rinconlatino\.com(.+)?(.*),http://tv.univision.com/?cmpid=vnt:rinconlatino.com
telenovelas\.univision\.com(.+)?(.*),http://novelasyseries.univision.com/
(www\.)?telenovelasinternet\.com(.+)?(.*),http://novelasyseries.univision.com/?cmpid=vnt:telenovelasinternet.com
(www\.)?telenovelas-internet\.com(.+)?(.*),http://novelasyseries.univision.com/?cmpid=vnt:telenovelas-internet.com
(www\.)?univisionchile\.com(.+)?(.*),http://noticias.univision.com/america-latina/chile?cmpid=vnt:univisionchile.com
(www\.)?objetivofama\.com(.+)?(.*),http://puertorico.univision.com/?cmpid=vnt:objetivofama.com
(www\.)?nuestrabellezalatina\.com(.+)?(s|S)+orprendelas,http://bellezaymoda.univision.com/shows/nuestra-belleza-latina/sorprendelas/
(www\.)?nuestrabellezalatina\.com(.+)?sonrisa,http://bellezaymoda.univision.com/nuestra-belleza-latina/sonrisa/
(www\.)?nuestrabellezalatina\.com(.+)?talento,http://bellezaymoda.univision.com/nuestra-belleza-latina/talento-sin-limites/
(www\.)?nuestrabellezalatina\.com(.+)?vota,http://bellezaymoda.univision.com/shows/nuestra-belleza-latina/vota/
(www\.)?nuestrabellezalatina\.com(.+)?fansdebelleza,http://bellezaymoda.univision.com/shows/nuestra-belleza-latina/fans-de-belleza/
(www\.)?nuestrabellezalatina\.com(.+)?juego,http://bellezaymoda.univision.com/nuestra-belleza-latina/fantasy-game/?cmpid=vnt:nbl.com.juego
(www\.)?nuestrabellezalatina\.com(.+)?(.*),http://uvideos.com/shows/nuestra-belleza-latina
(www\.)?univisioncocina\.com(.+)?(.*),http://cocina.univision.com/?cmpid=vnt:univisioncocina.com
(www\.)?univisionsalud\.com(.+)?(.*),http://salud.univision.com/es/?cmpid=vnt:univisionsalud.com
(www\.)?univisionjuegos\.com(.+)?(.*),http://videojuegos.univision.com/
(www\.)?univisionamor\.com(.+)?(.*),http://match.univision.com/channel/index.aspx
(www\.)?univisionmqb\.com(.+)?(.*),http://entretenimiento.univision.com/mira-quien-baila?cmpid=vnt:univisionmqb.com
(www\.)?univisiondelicioso\.com(.+)?(.*),http://cocina.univision.com?cmpid=vnt:univisiondelicioso.com
(www\.)?univisionbellezaymoda\.com(.+)?(.*),http://bellezaymoda.univision.com/?cmpid=vnt:univisionbellezaymoda.com
(www\.)?univisionmexico\.com(.+)?(.*),http://noticias.univision.com/mexico
(www\.)?instudio\.com(.+)?(.*),http://musica.univision.com/instudio/
(www\.)?univisioninstudio\.com(.+)?(.*),http://musica.univision.com/instudio/
(www\.)?univisionnoticias\.com(.+)?hepatitis(c)?,http://noticias.univision.com/salud/hepatitis-c
(www\.)?univisionnoticias\.com(.+)?salud,http://noticias.univision.com/salud
(www\.)?univisionnoticias\.com(.+)?(.*),http://noticias.univision.com/?cmpid=vnt:univisionnoticias.com
(www\.)?univisionhoroscopos\.com(.+)?(.*),http://vidayfamilia.univision.com/horoscopos/
(www\.)?evaluna\.tv(.+)?(.*),http://novelasyseries.univision.com/eva-luna
(www\.)?luchalibre\.com(.+)?(.*),http://foro.univision.com/t5/Lucha-Libre/bd-p/luchalibre
(www\.)?univisionoticias\.com(.+)?(.*),http://noticias.univision.com/
(www\.)?univisionfamilia\.com(.+)?(.*),http://vidayfamilia.univision.com/
(www\.)?univisionvidayfamilia\.com(.+)?(.*),http://vidayfamilia.univision.com/
(www\.)?univisiontv\.com(.+)?(.*),http://tv.univision.com/univision
(www\.)?radiowado\.com(.+)?(.*),http://wado1280am.univision.com/
(www\.)?amorcelestial\.com(.+)?(.*),http://amorcelestial.univision.com
(www\.)?debatelatino\.com(.+)?(.*),http://noticias.univision.com/debate-latino/
(www\.)?pasion1067\.com(.+)?(.*),http://pasionchicago.univision.com
(www\.)?pasionchicago\.com(.+)?(.*),http://pasionchicago.univision.com
(www\.)?recuerdodallas\.com(.+)?(.*),http://recuerdodallas.univision.com
(www\.)?recuerdo1071\.com(.+)?(.*),http://recuerdodallas.univision.com
(www\.)?univisiontlnovelas\.com(.+)?(.*),http://novelasyseries.univision.com/tlnovelas/?cmpid=vnt:univisiontlnovelas.com
(www\.)?primerimpacto\.com(.+)?(.*),http://noticias.univision.com/primer-impacto?cmpid=vnt:primerimpacto.com
(www\.)?elgordoylaflaca\.com(.+)?(.*),http://entretenimiento.univision.com/el-gordo-y-la-flaca?cmpid=vnt:elgordoylaflaca.com
(www\.)?eselmomento\.com(.+)?universidades,http://youvisit.univision.com/univision.php
(www\.)?eselmomento\.com(.+)?(.*),http://vidayfamilia.univision.com/es-el-momento
comparaprecios\.univision\.com(.+)?(.*),http://comparaprecio.univision.com/
(www\.)?copaunivisionfresno\.com(.+)?(.*),http://univisionfresno.univision.com/copa-univision-fresno/copa-univision-fresno-2012
(www\.)?copaunivisionsanfrancisco\.com(.+)?(.*),http://univision14.univision.com/copa-univision-sf/copa-univision-san-francisco-2012
(www\.)?copaunivisionla\.com(.+)?(.*),http://losangeles.univision.com/deportes/copa-univision
(www\.)?copaunivisionlosangeles\.com(.+)?(.*),http://losangeles.univision.com/deportes/copa-univision
(www\.)?uvn34\.com(.+)?(.*),http://losangeles.univision.com/?cmpid=vnt:uvn34.com
(www\.)?copaunivisionny\.com(.+)?(.*),http://univisionnuevayork.univision.com/copa-univision-ny/copa-univision-nueva-york-2012
(www\.)?copaunivisionnewyork\.com(.+)?(.*),http://univisionnuevayork.univision.com/copa-univision-ny/copa-univision-nueva-york-2012
(www\.)?copaunivisionnuevayork\.com(.+)?(.*),http://univisionnuevayork.univision.com/copa-univision-ny/copa-univision-nueva-york-2012
(www\.)?copaunivisionsa\.com(.+)?(.*),http://univision41.univision.com/deportes/copa-univision/copa-univision-2012
(www\.)?copaunivisionsanantonio\.com(.+)?(.*),http://univision41.univision.com/deportes/copa-univision/copa-univision-2012
(www\.)?copaunivisionaustin\.com(.+)?(.*),http://univisionaustin.univision.com/deportes/copa-univision-austin-2012
(www\.)?copaunivisionmiami\.com(.+)?(.*),http://univision23.univision.com/deportes/article/2012-05-07/copa-fiesta-cup-hialeah-miami-univision-2012
(www\.)?liberatuvoz\.com(.+)?(.*),http://noticias.univision.com/destino-2012/ya-es-hora
(www\.)?yaregistrate\.com(.+)?(.*),http://noticias.univision.com/destino-2012/ya-es-hora
youvisit\.univision\.com(.+)?(.*),http://www.youvisit.com/univision.php
iphone\.kq105\.com(.+)?(.*),http://itunes.apple.com/us/app/univision-radio/id451268300
iphone\.wkaq580\.com(.+)?(.*),http://itunes.apple.com/us/app/univision-radio/id451268300
blackberry\.kq105\.com(.+)?(.*),http://www.iheartradio.com/cc-common/radio_app/index.html?tabs=blackberry
blackberry\.wkaq580\.com(.+)?(.*),http://www.iheartradio.com/cc-common/radio_app/index.html?tabs=blackberry
android\.kq105\.com(.+)?(.*),https://play.google.com/store/apps/details?id=com.airkast.univision&feature=search_result
android\.wkaq580\.com(.+)?(.*),https://play.google.com/store/apps/details?id=com.airkast.univision&feature=search_result
(www\.)?aranquedepasion\.com(.+)?(.*),http://novelasyseries.univision.com/arranque-de-pasion/?cmpid=vnt:arranquedepasion.com
(www\.)?arranquedepasion\.com(.+)?(.*),http://novelasyseries.univision.com/arranque-de-pasion/?cmpid=vnt:arranquedepasion.com
(www\.)?arranquedepassion\.com(.+)?(.*),http://novelasyseries.univision.com/arranque-de-pasion/?cmpid=vnt:arranquedepasion.com
(www\.)?arranquedepasioncapitulos\.com(.+)?(.*),http://novelasyseries.univision.com/arranque-de-pasion/?cmpid=vnt:arranquedepasioncapitulos.com
advertise\.univision\.com(.+)?(.*),http://corporate.univision.com/media-kit/
mqbclips\.univision\.com(.+)?(.*),http://m.entretenimiento.univision.com/mira-quien-baila/clips-mira-quien-baila/
(www\.)?unimas\.tv(.+)?(.*),http://tv.univision.com/unimas?cmpid=vnt:unimas.tv
(www\.)?univisionny\.com(.+)?(.*),http://univisionnuevayork.univision.com/?cmpid=vnt:univisionny.com
(www\.)?univisiony\.com(.+)?(.*),http://univisionnuevayork.univision.com/?cmpid=vnt:univisiony.com
www\.univision\.mobi(.+)?Politica-Privacidad.html,http://m.www.univision.com/tandc/PRIVACIDAD
pid=3227$(.+)?Politica-Privacidad.html,http://m.www.univision.com/tandc/PRIVACIDAD
www\.univision\.mobi(.+)?Terminos-de-Uso.html,http://m.www.univision.com/tandc/termofuse
pid=2967$(.+)?Terminos-de-Uso.html,http://m.www.univision.com/tandc/termofuse
www\.univision\.mobi(.+)?EULA.html,http://m.www.univision.com/tandc/eula
pid=5548$(.+)?EULA.html,http://m.www.univision.com/tandc/eula
(www\.)?univision\.mobi(.+)?(.*),http://m.www.univision.com
(www\.)?univisionmovil\.com(.+)?(.*),http://m.www.univision.com
futbol\.univision\.mobi(.+)?(.*),http://m.futbol.univision.com
autos\.univision\.mobi(.+)?(.*),http://m.autos.univision.com
bellezaymoda\.univision\.mobi(.+)?(.*),http://m.bellezaymoda.univision.com
casa\.univision\.mobi(.+)?(.*),http://m.casa.univision.com
deportes\.univision\.mobi(.+)?(.*),http://m.deportes.univision.com
dinero\.univision\.mobi(.+)?(.*),http://m.dinero.univision.com
entretenimiento\.univision\.mobi(.+)?(.*),http://m.entretenimiento.univision.com
feeds\.univision\.mobi(.+)?(.*),http://m.feeds.univision.com
juegos\.univision\.mobi(.+)?(.*),http://m.videojuegos.univision.com
horoscopos\.univision\.mobi(.+)?(.*),http://m.vidayfamilia.univision.com/horoscopos/
kq105\.univision\.mobi(.+)?(.*),http://m.kq105.univision.com
musica\.univision\.mobi(.+)?(.*),http://m.musica.univision.com
lyrcis\.univision\.mobi(.+)?(.*),http://m.musica.univision.com
nfl\.univision\.mobi(.+)?(.*),http://m.nfl.univision.com
nfllatino\.univision\.mobi(.+)?(.*),http://m.nfl.univision.com
nflespanol\.univision\.mobi(.+)?(.*),http://m.nfl.univision.com
noticias\.univision\.mobi(.+)?(.*),http://m.noticias.univision.com
novelasyseries\.univision\.mobi(.+)?(.*),http://m.novelasyseries.univision.com
tv\.univision\.mobi(.+)?(.*),http://m.tv.univision.com
television\.univision\.mobi(.+)?(.*),http://m.tv.univision.com
univision14\.univision\.mobi(.+)?(.*),http://m.univision14.univision.com
univision23\.univision\.mobi(.+)?(.*),http://m.miami.univision.com
univision41\.univision\.mobi(.+)?(.*),http://m.univision41.univision.com
univision65\.univision\.mobi(.+)?(.*),http://m.univision65.univision.com
univisionarizona\.univision\.mobi(.+)?(.*),http://m.univisionarizona.univision.com
univisionatlanta\.univision\.mobi(.+)?(.*),http://m.atlanta.univision.com
atlanta\.univision\.mobi(.+)?(.*),http://m.atlanta.univision.com
univisionaustin\.univision\.mobi(.+)?(.*),http://m.univisionaustin.univision.com
univisionchicago\.univision\.mobi(.+)?(.*),http://m.chicago.univision.com
univisionfresno\.univision\.mobi(.+)?(.*),http://m.univisionfresno.univision.com
univisionlosangeles\.univision\.mobi(.+)?(.*),http://m.univisionlosangeles.univision.com
univisionnuevayork\.univision\.mobi(.+)?(.*),http://m.univisionnuevayork.univision.com
univisionsacramento\.univision\.mobi(.+)?(.*),http://m.univisionsacramento.univision.com
vidayfamilia\.univision\.mobi(.+)?(.*),http://m.vidayfamilia.univision.com
1020am\.univision\.mobi(.+)?(.*),http://m.1020am.univision.com
1049tumusica\.univision\.mobi(.+)?(.*),http://m.1049tumusica.univision.com
750kama\.univision\.mobi(.+)?(.*),http://m.750kama.univision.com
927laquebuena\.univision\.mobi(.+)?(.*),http://m.927laquebuena.univision.com
amorcelestial\.univision\.mobi(.+)?(.*),http://m.amorcelestial.univision.com
cine\.univision\.mobi(.+)?(.*),http://m.cine.univision.com
cocina\.univision\.mobi(.+)?(.*),http://m.cocina.univision.com
iloveklove\.univision\.mobi(.+)?(.*),http://m.iloveklove.univision.com
kcor1350\.univision\.mobi(.+)?(.*),http://m.kcor1350.univision.com
lajefa991\.univision\.mobi(.+)?(.*),http://m.lajefa991.univision.com
lakalle1013\.univision\.mobi(.+)?(.*),http://m.lakalle1013.univision.com
lakalle951\.univision\.mobi(.+)?(.*),http://m.lakalle951.univision.com
lakallelasvegas\.univision\.mobi(.+)?(.*),http://m.993lasvegas.univision.com
lanueva1019\.univision\.mobi(.+)?(.*),http://m.lanueva1019.univision.com
latinomix1057\.univision\.mobi(.+)?(.*),http://m.latinomix1057.univision.com
latremenda1010\.univision\.mobi(.+)?(.*),http://m.latremenda1010.univision.com
latremenda1530\.univision\.mobi(.+)?(.*),http://m.latremenda1530.univision.com
latremendachicago\.univision\.mobi(.+)?(.*),http://m.latremendachicago.univision.com
lavoz1270\.univision\.mobi(.+)?(.*),http://m.lavoz1270.univision.com
luisjimenez\.univision\.mobi(.+)?(.*),http://m.luisjimenez.univision.com
lakalle1013\.univision\.mobi(.+)?(.*),http://m.yo1013.univision.com
m\.lakalle1013\.univision\.com(.+)?(.*),http://m.yo1013.univision.com
pasionchicago\.univision\.mobi(.+)?(.*),http://m.pasionchicago.univision.com
m\.piolin\.univision\.com(.+)?(.*),http://m.musica.univision.com/radio
piolin\.univision\.mobi(.+)?(.*),http://m.musica.univision.com/radio
radiomambi710\.univision\.mobi(.+)?(.*),http://m.radiomambi710.univision.com
radiovariedades870\.univision\.mobi(.+)?(.*),http://m.radiovariedades870.univision.com
raulbrindis\.univision\.mobi(.+)?(.*),http://m.raulbrindis.univision.com
recuerdo1003\.univision\.mobi(.+)?(.*),http://m.recuerdo1003.univision.com
recuerdo983\.univision\.mobi(.+)?(.*),http://m.recuerdo983.univision.com
recuerdodallas\.univision\.mobi(.+)?(.*),http://m.recuerdodallas.univision.com
wado1280am\.univision\.mobi(.+)?(.*),http://m.wado1280am.univision.com
wkaq580\.univision\.mobi(.+)?(.*),http://m.wkaq580.univision.com
wqba\.univision\.mobi(.+)?(.*),http://m.wqba.univision.com
x963fm\.univision\.mobi(.+)?(.*),http://m.x963fm.univision.com
news\.univision\.mobi(.+)?(.*),http://m.news.univision.com
videojuegos\.univision\.mobi(.+)?(.*),http://m.videojuegos.univision.com
sitios\.univision\.mobi(.+)?(.*),http://m.sitios.univision.com
premiostvynovelas\.univision\.mobi(.+)?(.*),http://m.novelasyseries.univision.com/premios-tv-y-novelas
futbolev\.univision\.mobi(.+)?(.*),http://m.futbol.univision.com/univision-soccer
copaamerica\.univision\.mobi(.+)?(.*),http://m.futbol.univision.com/copa-america
eselmomento\.univision\.mobi(.+)?(.*),http://m.vidayfamilia.univision.com/es-el-momento/
copaoro\.univision\.mobi(.+)?(.*),http://m.futbol.univision.com/copa-oro
mujer\.univision\.mobi(.+)?(.*),http://m.www.univision.com
descargas\.univision\.mobi(.+)?(.*),http://m.www.univision.com
entuciudad\.univision\.mobi(.+)?(.*),http://m.www.univision.com/citySelection
fmf\.univision\.mobi(.+)?(.*),http://m.futbol.univision.com/seleccion-nacional/
lomejorpj\.univision\.mobi(.+)?(.*),http://m.musica.univision.com/premios-juventud/
mia\.univision\.mobi(.+)?(.*),http://m.www.univision.com
mujeresasesinas\.univision\.mobi(.+)?(.*),http://m.novelasyseries.univision.com/mujeres-asesinas-2
nomehallo\.univision\.mobi(.+)?(.*),http://m.novelasyseries.univision.com
pj\.univision\.mobi(.+)?(.*),http://m.musica.univision.com/premios-juventud/
tecnologia\.univision\.mobi(.+)?(.*),http://m.noticias.univision.com/tecnologia
ves\.univision\.mobi(.+)?(.*),http://m.tv.univision.com
vida\.univision\.mobi(.+)?(.*),http://m.vidayfamilia.univision.com
webnovela\.univision\.mobi(.+)?(.*),http://m.novelasyseries.univision.com
m\.univisionlosangeles\.univision\.com(.+)?(.*),http://m.losangeles\.univision.com
m\.recuerdodallas\.univision\.com(.+)?(.*),http://m.gethotindfw.univision.com/
m\.videojuegos\.univision\.com(.+)?(.*),http://www.mocospace.com/wap/partners/univision/?id=games
radioh2odallas\.univision\.com(.+)?(.*),http://gethotindfw.univision.com/
(www\.)?radioh2odallas\.com(.+)?(.*),http://gethotindfw.univision.com/
(www\.)?radioh20\.com(.+)?(.*),http://gethotindfw.univision.com/
(www\.)?radioh20dfw\.com(.+)?(.*),http://gethotindfw.univision.com/
(www\.)?radioh20dallas\.com(.+)?(.*),http://gethotindfw.univision.com/
(www\.)?recuerdodallas\.univision\.com(.+)?(.*),http://www.univision.com/
(www\.)?univisionamerica\.com(.+)?(.*),http://univisionamerica.univision.com/?cmpid=vnt:univisionamerica.com
(www\.)?wqba\.com(.+)?(.*),http://univisionamerica.univision.com/
wqba\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/
(www\.)?latremendachicago\.com(.+)?(.*),http://univisionamerica.univision.com/
latremendachicago\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/
(www\.)?latremenda1010\.com(.+)?(.*),http://univisionamerica.univision.com/
latremenda1010\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/
(www\.)?lavoz1270\.com(.+)?(.*),http://univisionamerica.univision.com/
lavoz1270\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/
(www\.)?kcor1350\.com(.+)?(.*),http://univisionamerica.univision.com/
kcor1350\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/
(www\.)?latremenda1530\.com(.+)?(.*),http://univisionamerica.univision.com/
latremenda1530\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/
(www\.)?750kama\.com(.+)?(.*),http://univisionamerica.univision.com/
750kama\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/
(www\.)?radiovariedades\.com(.+)?(.*),http://univisionamerica.univision.com/
radiovariedades\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/
(www\.)?1020am\.com(.+)?(.*),http://univisionamerica.univision.com/
1020am\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/
m\.univisionatlanta\.univision\.com(.+)?(.*),http://m.atlanta.univision.com
m\.univision34\.univision\.com(.+)?(.*),http://m.losangeles.univision.com
m\.univision23\.univision\.com(.+)?(.*),http://m.univision23.univision.com
m\.univisionnuevayork\.univision\.com(.+)?(.*),http://m.nuevayork.univision.com
(www\.)?univisionpr\.com(.+)?tumanana,http://puertorico.univision.com/shows-de-tv/tu-manana
(www\.)?univisionpr\.com(.+)?chefpineiro,http://puertorico.univision.com/shows-de-tv/chef-pineiro
(www\.)?univisionpr\.com(.+)?lahoradelchavo,http://puertorico.univision.com/shows-de-tv/la-hora-del-chavo
(www\.)?univisionpr\.com(.+)?atencionatencion,http://puertorico.univision.com/shows-de-tv/atencion-atencion
(www\.)?univisionpr\.com(.+)?lasnoticias,http://puertorico.univision.com/ultima-hora
(www\.)?univisionpr\.com(.+)?junte,http://puertorico.univision.com/destino-2012
(www\.)?univisionpr\.com(.+)?encuesta1,http://puertorico.univision.com/destino-2012/tu-opinion/poll/2012-08-01/junte-constitucional-encuesta-1
(www\.)?univisionpr\.com(.+)?encuesta2,http://puertorico.univision.com/destino-2012/tu-opinion/poll/2012-08-01/junte-constitucional-encuesta-2
univision\.centennialpr\.net(.+)?(.*),http://puertorico.univision.com/
(www\.)?univisionpuertorico\.com(.+)?(.*),http://puertorico.univision.com/
(www\.)?univisionpr\.com(.+)?(.*),http://puertorico.univision.com/
(www\.)?univisionnuevayork\.com(.+)?(.*),http://nuevayork.univision.com/
m\.univisionchicago\.univision\.com(.+)?(.*),http://m.chicago.univision.com
univisionchicago\.univision\.com(.+)?(.*),http://chicago.univision.com
(www\.)?univisionchicago\.com(.+)?(.*),http://chicago.univision.com/
univisiondallas\.univision\.mobi(.+)?(.*),http://m.dallas.univision.com
(www\.)?kick991\.com(.+)?(.*),http://dallas.univision.com/
(www\.)?univisiondfw\.com(.+)?(.*),http://dallas.univision.com/
(www\.)?kuvn\.com(.+)?(.*),http://dallas.univision.com/
(www\.)?kuvn\.tv(.+)?(.*),http://dallas.univision.com/?cmpid=vnt:kuvn.tv
(www\.)?kuvn-tv\.com(.+)?(.*),http://dallas.univision.com/
(www\.)?dallas23\.com(.+)?(.*),http://dallas.univision.com/
(www\.)?kuvn23\.com(.+)?(.*),http://dallas.univision.com/
(www\.)?copaunivisiondallas\.com(.+)?(.*),http://dallas.univision.com/deportes/copa-univision-dallas-2012
(www\.)?univisiondallas\.univision\.com(.+)?(.*),http://dallas.univision.com/
(www\.)?univisiondallas\.com(.+)?(.*),http://dallas.univision.com/
m\.univisiondallas\.univision\.com(.+)?(.*),http://m.dallas.univision.com
ufertas\.univision\.com(.+)?(.*),http://houston.univision.com/
(www\.)?kxln-tv\.com(.+)?(.*),http://houston.univision.com/
(www\.)?kxln\.tv(.+)?(.*),http://houston.univision.com/?cmpid=vnt:kxln.tv
(www\.)?copaunivisionhouston\.com(.+)?(.*),http://houston.univision.com/deportes/copa-univision-houston-2012
(www\.)?univision45\.com(.+)?(.*),http://houston.univision.com/
(www\.)?kxln45\.com(.+)?(.*),http://houston.univision.com/
(www\.)?univisionhouston\.com(.+)?(.*),http://houston.univision.com/
(www\.)?univision45\.com(.+)?(.*),http://houston.univision.com/
univisionhouston\.univision\.mobi(.+)?(.*),http://m.houston.univision.com
univisionhouston\.univision\.com(.+)?(.*),http://houston.univision.com/
m\.univisionhouston\.univision\.com(.+)?(.*),http://m.houston.univision.com/
horoscopos\.univision\.com(.+)?(.*),http://vidayfamilia.univision.com/horoscopos/
(www\.)?univisionmovil\.com(.+)?(.*),http://m.www.univision.com/
univisionmusic\.com(.+)?(.*),http://musica.univision.com/
youvisit\.univision\.com(.+)?(.*),http://www.univision.com/
rsi\.univision\.com(.+)?(.*),http://www.univision.com/
m\.foros\.univision\.com(.+)?(.*),http://foro.univision.com/
m\.noticias\.univision\.com(.+)?(.*),http://noticias.univision.com/1
ati\.univision\.com(.+)?(.*),http://www.univision.com/?cmpid=vnt:ati.univision.com
austin\.univision\.com(.+)?(.*),http://univisionaustin.univision.com?cmpid=vnt:austin.univision.com
auto\.univision\.com(.+)?(.*),http://autos.univision.com/?cmpid=vnt:auto.univision.com
bajamusica\.univision\.com(.+)?(.*),http://musica.univision.com/?cmpid=vnt:bajamusica.univision.com
bajarmusica\.univision\.com(.+)?(.*),http://musica.univision.com/?cmpid=vnt:bajarmusica.univision.com
bajazune\.univision\.com(.+)?(.*),http://musica.univision.com/?cmpid=vnt:bajazune.univision.com
barra\.univision\.com(.+)?(.*),http://www.univision.com/?cmpid=vnt:barra.univision.com
www\.barra\.univision\.com(.+)?(.*),http://www.univision.com/?cmpid=vnt:www.barra.univision.com
chat\.univision\.com(.+)?(.*),http://foros.univision.com/amigos/?cmpid=vnt:chat.univision.com
comidamex\.univision\.com(.+)?(.*),http://www.univision.com/?cmpid=vnt:comidamex.univision.com
www\.compras\.univision\.com(.+)?(.*),http://vidayfamilia.univision.com/comprar?cmpid=vnt:www.compras.univision.com
cristina\.univision\.com(.+)?(.*),http://www.univision.com/?cmpid=vnt:cristina.univision.com
www\.deportes\.univision\.com(.+)?(.*),http://deportes.univision.com/?cmpid=vnt:www.deportes.univision.com
deportes2\.univision\.com(.+)?(.*),http://deportes.univision.com/?cmpid=vnt:deportes2.univision.com
eonstreams\.univision\.com(.+)?(.*),http://musica.univision.com/?cmpid=vnt:eonstreams.univision.com
www\.eonstreams\.univision\.com(.+)?(.*),http://musica.univision.com/?cmpid=vnt:www.eonstreams.univision.com
fantasia\.univision\.com(.+)?(.*),http://www.univision.com/?cmpid=vnt:fantasia.univision.com
foros1\.univision\.com(.+)?(.*),http://foros.univision.com/foros?cmpid=vnt:foros1.univision.com
forosfutbol\.univision\.com(.+)?(.*),http://foros.univision.com/foros?cmpid=vnt:forosfutbol.univision.com
forospaginau\.univision\.com(.+)?(.*),http://foros.univision.com/foros?cmpid=vnt:forospaginau.univision.com
forosreligion\.univision\.com(.+)?(.*),http://foros.univision.com/foros?cmpid=vnt:forosreligion.univision.com
fresno\.univision\.com(.+)?(.*),http://univisionfresno.univision.com/?cmpid=vnt:fresno.univision.com
futbolmexicano\.univision\.com(.+)?(.*),http://futbol.univision.com/mexico?cmpid=vnt:futbolmexicano.univision.com
galavision\.univision\.com(.+)?(.*),http://tv.univision.com/galavision/?cmpid=vnt:galavision.univision.com
grammylatino\.univision\.com(.+)?(.*),http://uvideos.com/especiales/latin-grammy
www\.grammylatino\.univision\.com(.+)?(.*),http://uvideos.com/especiales/latin-grammy
infopop\.univision\.com(.+)?(.*),http://foros.univision.com/foros?cmpid=vnt:infopop.univision.com
kama\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/?cmpid=vnt:kama.univision.com
kbbt\.univision\.com(.+)?(.*),http://lakalle951.univision.com/?cmpid=vnt:kbbt.univision.com
kcor-fm\.univision\.com(.+)?(.*),http://lakalle951.univision.com/?cmpid=vnt:kcor-fm.univision.com
kgbt-am\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/?cmpid=vnt:kgbt-am.univision.com
khck\.univision\.com(.+)?(.*),http://dallas.univision.com/?cmpid=vnt:khck.univision.com
kiss973\.univision\.com(.+)?(.*),http://lakalle1013.univision.com/?cmpid=vnt:kiss973.univision.com
klat\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/?cmpid=vnt:klat.univision.com
klsq\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/?cmpid=vnt:klsq.univision.com
klve\.univision\.com(.+)?(.*),http://iloveklove.univision.com/?cmpid=vnt:klve.univision.com
kqbu\.univision\.com(.+)?(.*),http://1049tumusica.univision.com/?cmpid=vnt:kqbu.univision.com
kqmr\.univision\.com(.+)?(.*),http://993lasvegas.univision.com
krcd\.univision\.com(.+)?(.*),http://recuerdo983.univision.com/?cmpid=vnt:krcd.univision.com
krtx-am\.univision\.com(.+)?(.*),http://www.univision.com/?cmpid=vnt:krtx-am.univision.com
ktnq\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/?cmpid=vnt:ktnq.univision.com
latingrammy\.univision\.com(.+)?(.*),http://uvideos.com/especiales/latin-grammy
www\.latingrammy\.univision\.com(.+)?(.*),http://uvideos.com/especiales/latin-grammy
latingrammys\.univision\.com(.+)?(.*),http://uvideos.com/especiales/latin-grammy
www\.latingrammys\.univision\.com(.+)?(.*),http://uvideos.com/especiales/latin-grammy
latremenda\.univision\.com(.+)?(.*),http://univisionamerica.univision.com/?cmpid=vnt:latremenda.univision.com
luchalibre\.univision\.com(.+)?(.*),http://foro.univision.com/t5/Lucha-Libre/bd-p/luchalibre?cmpid=vnt:luchalibre.univision.com
mensajero\.univision\.com(.+)?(.*),http://www.univision.com/?cmpid=vnt:mensajero.univision.com
mujer\.univision\.com(.+)?(.*),http://vidayfamilia.univision.com/?cmpid=vnt:mujer.univision.com
